user,date,text,latitude,longitude;;
RhiRhiPalmer,Sat Aug 10 17:59:00 +0000 2019,b'#westend @ Brasserie Z?del https://t.co/4M8WzSWSCv',51.51058029,-0.13581443;;
Elias_Jahshan,Sat Aug 10 17:57:48 +0000 2019,b'?I will never forget Palestine.? \n.\nThanks amro.tabari for the t-shirt! And for @AEvansMusic for the superior camer? https://t.co/Ek9I4DAe8O',51.50711486,-0.12731805;;
lou0305,Sat Aug 10 17:55:38 +0000 2019,b'?#princecharlescinema #westend @ Chinatown London https://t.co/Nl06N6L4fj',51.51157,-0.13165;;
MissNDay,Sat Aug 10 15:33:48 +0000 2019,b'Just posted a photo @ Waitress the Musical https://t.co/MDq5JEliJC',51.51028151,-0.12311627;;
"adoxtnw,Sat Aug 10 15:30:25 +0000 2019,""b""""IT'S THE #EYE ???!\n\n#londoneye\n#london\n#SmashingSummer2019 @ London Eye https://t.co/CWRd8fVw4v"""""",51.5028201,-0.1192523";;
OfficialMrHunts,Sat Aug 10 15:29:03 +0000 2019,b'A #balance between #old &amp; #new. ELEVATION so far is sounding beautiful. In high honesty should throw in a few? https://t.co/qutDUwDABs',51.50711486,-0.12731805;
JamesYoung_91,Sat Aug 10 15:28:03 +0000 2019,b'Family trip to London! @ Wahlburgers UK https://t.co/g9gMN3wYku',51.51254184,-0.12327433;;
"adoxtnw,Sat Aug 10 15:27:45 +0000 2019,""b'The #London #skyline ! #cityscapes\n\nIf you know me, you know how fascinated I am for these furutistic crystal jungl? https://t.co/JnIXFz5jMA'"",51.50097,-0.12432";;
OfficialMrHunts,Sat Aug 10 15:26:56 +0000 2019,b'A #balance between #old &amp; #new. #ELEVATION so far is sounding beautiful. In high honesty should throw in a few? https://t.co/lic3YgXPGF',51.50711486,-0.12731805;
"SWTailoring,Sat Aug 10 15:25:41 +0000 2019,""b'Are we nearly home yet Dad ?       #mansbestfriend #daschund #dog #dogsofinstagram #tailor #london @ London, United? https://t.co/o3N7UWbk9n'"",51.50711486,-0.12731805";;
"adoxtnw,Sat Aug 10 15:24:46 +0000 2019,""b'At the #NationalGallery #London . Taking all that #art in. Lately, when I visit a #museum I become more interested? https://t.co/ULETJ4fMlx'"",51.50905122,-0.12809618";;
lordloftus,Sat Aug 10 15:24:38 +0000 2019,b'#noanimalswereharmed #inthemakingofthisbook #VEGbook by @jamieoliver &amp; #nodaylightwasusedintakingthisshot in memory? https://t.co/Q9vEVF3DcB',51.50711486,-0.12731805;
MCSImOnseZ,Sat Aug 10 15:24:01 +0000 2019,b'Catch me  alongside @djmilktray @bigbusinesshq @MrRedz jumping_jack_frost @DJPiedPiper @djstoney2000 @DJIronik THIS? https://t.co/Drk4yjK4sD',51.50699684,-0.11772914;;
"tmj_LON_adm,Sat Aug 10 15:22:15 +0000 2019,""b'Mastercard is hiring in #London, England! Click the link in our bio to apply: Penetration Tester, Vulnerability Management #IT'"",51.5073509,-0.1277583";;
devdutoit,Sat Aug 10 15:16:46 +0000 2019,b'Under the sea #aquarium @ SEA LIFE London Aquarium? https://t.co/wNDUMwra4p',51.50209503,-0.11982357;;
"reanix1,Sat Aug 10 15:13:38 +0000 2019,""b'Who needs a professional, eh? #diy #bathroom #wallpaper #fish #grahamandbrown #bathroomwallpaper @grahamandbrown @? https://t.co/J4dj5TcMYS'"",51.50711486,-0.12731805";;
"naifalsulaiman,Sat Aug 10 15:13:17 +0000 2019,""b""""I'm at @TheLondonEye in Lambeth, Greater London https://t.co/IBzxDcaQqF"""""",51.50328655,-0.11959434";;
GreyFoxBlog,Sat Aug 10 15:11:22 +0000 2019,b'Photoshoot for cravatclub blazer @dashingtweeds shirt @TheBuddTwit\n.\n#cravat #dapper #greyfoxstyles #greymodel? https://t.co/8Fm1DIQoOm',51.50711486,-0.12731805;;
Nawayr,Sat Aug 10 15:10:38 +0000 2019,b'??? ????? ?????? ? @ Soho https://t.co/nJB0dQ0QQM',51.513,-0.131;;
ReeceLeung,Sat Aug 10 15:05:42 +0000 2019,b'Jeremy Jones hippy jumping his pops Milton Jones. Read Jeremy?s interview from #9 of Vague online now. It?s up on? https://t.co/t8pDwanZFt',51.50711486,-0.12731805;;
"tmj_lon_sales,Sat Aug 10 15:05:23 +0000 2019,""b""""If you're looking for work in #London, England, check out this job: https://t.co/YGLOWoq9MT #Sales"""""",51.5073509,-0.1277583";;
"NicolaMalaguti,Sat Aug 10 15:05:09 +0000 2019,""b'The Solitude @ The National Gallery, Trafalgar Square https://t.co/aD2CfeTFZC'"",51.5084352,-0.12958691";;
"ToddyPeters,Sat Aug 10 15:04:52 +0000 2019,""b'My daughter, the cartoon spy!! #KimPossible @ London, United Kingdom https://t.co/ZRi7pMkdzA'"",51.50711486,-0.12731805";;
"sg1969,Sat Aug 10 15:02:36 +0000 2019,""b'Patterns - Stripes\nBorough Market, London. August 2018.\n.\n.\n.\n#fujifeed #streets_in_motion #streetphotography? https://t.co/uwbVUHLPOp'"",51.50711486,-0.12731805";;
DjLORDofficial,Sat Aug 10 15:00:50 +0000 2019,b'?BREAKING NEWS!?\nA tree falls in #London ????...cuz it?s WiNDY AF!\n@B_Real @rapstationtv \n#DjLORD #ProphetsOfRage? https://t.co/ChhUVbQfO9',51.51023,-0.13505;;
"tmj_lon_finance,Sat Aug 10 15:00:32 +0000 2019,""b'Baker Hughes, a GE Company is looking for teammates like you. See our latest Finance job openings, including """"Senio? https://t.co/NmcpfE3hCD'"",51.5073509,-0.1277583";;
nikoalgieri,Sat Aug 10 15:00:24 +0000 2019,b'georgialeggy smashing at #adidasstudioldn this morning and I rocked the thesecretboxinggym TRX Total Body Class. Ne? https://t.co/wYQhh1PNZD',51.50711486,-0.12731805;;
"lorettamangan,Sat Aug 10 14:59:40 +0000 2019,""b'Couldn?t think of anyone better to play dress up with, and pretend to be people we aren?t. ?? #secretcinema @ Londo? https://t.co/JOsp7Qdwms'"",51.50711486,-0.12731805";;
Moxyandcostudio,Sat Aug 10 14:56:53 +0000 2019,b'After doing a kitchen extension sometimes what was the dining room (in a Victorian house) becomes a dead space /dum? https://t.co/hD0eudRu4T',51.50711486,-0.12731805;;
Moxyandcostudio,Sat Aug 10 14:56:10 +0000 2019,b'After doing a kitchen extension sometimes what was the dining room (in a Victorian house) becomes a dead space /dum? https://t.co/DtjioovRxw',51.50711486,-0.12731805;;
Moxyandcostudio,Sat Aug 10 14:55:52 +0000 2019,b'After doing a kitchen extension sometimes what was the dining room (in a Victorian house) becomes a dead space /dum? https://t.co/KQS5mPtUmH',51.50711486,-0.12731805;;
Drmaryamalhamad,Sat Aug 10 14:54:12 +0000 2019,b'....\n\n?????????? ???????? ??????? ????????? ?????????? ??????? ?????????? ???????????? ??????? ???????????? ???????? https://t.co/5IRBsKIG7n',51.50711486,-0.12731805;;
"dresasbeautybar,Sat Aug 10 14:51:41 +0000 2019,""b'Cleeeeaaaan Lash Line ? @ London, United Kingdom https://t.co/yqjlyZCaIz'"",51.50711486,-0.12731805";;
"mitch_leow,Sat Aug 10 14:50:22 +0000 2019,""b'Living my best cover/understudy life today. Two shows on this Saturday on for Mr Birdbrain, Iago! Enjoy you weekend? https://t.co/muPNVG2HQu'"",51.51359537,-0.13069342";;
"NJPK83,Sat Aug 10 14:49:46 +0000 2019,""b'The V&amp";"A shop on an August Saturday was a bad idea. Now recovering w late lunch. (@ Balans Soho Society in Soho, Gre? https://t.co/yG9EGTJCer'"",51.51273381,-0.13253978";
"tmj_lon_legal,Sat Aug 10 14:47:42 +0000 2019,""b'Can you recommend anyone for this job? Senior Counsel, Digital Identity, Cyber &amp";" Intelligence Solutions -? https://t.co/4DIGhcKZ4o'"",51.5073509,-0.1277583";
"boyfromdagbon,Sat Aug 10 14:46:17 +0000 2019,""b'Follow your passions, believe in karma, and you won?t have to chase your dreams";" they will come to you.\n\n? by? https://t.co/H3IfWPGQa8'"",51.50711486,-0.12731805";
"Gallucks,Sat Aug 10 14:45:14 +0000 2019,""b'this sweater is mint ? @ London, United Kingdom https://t.co/6hANG53NQe'"",51.50711486,-0.12731805";;
"DaSweetnezz,Sat Aug 10 14:43:19 +0000 2019,""b'2,222 LIKES ON MY FACEBOOK MUSIC PAGE ??https://t.co/wIuf3Kqyip??! SO BLESSED, SO GRATEFUL AND I LOVE ALL 2,222 OF? https://t.co/eAhV5KRTAP'"",51.50711486,-0.12731805";;
hannahwlodx,Sat Aug 10 14:32:18 +0000 2019,b'??? @ Borderline https://t.co/lXVuYL23JR',51.51495684,-0.13034195;;
TomKoukoulis,Sat Aug 10 14:31:47 +0000 2019,b'#Queer #Yellow #RadicalFaerie #Witch #LateSummer #Butch #Femme #ButchFemme #Man #Woman #NonBinary #Eyeshadow @ Lond? https://t.co/NJGepxPTOl',51.50711486,-0.12731805;;
"Rickydodici,Sat Aug 10 14:29:51 +0000 2019,""b'London, day 4\n#londonholiday #day4 #saturday #august10th #theshard #towerbridge #london #uk #nofilter #motog5 #rk12? https://t.co/LyT5KsnNwY'"",51.50711486,-0.12731805";;
"jonathancreaser,Sat Aug 10 14:29:39 +0000 2019,""b'A welcoming face. #Barry #rabbit #harlequinrabbit #bunny #pet #London @ London, United Kingdom https://t.co/OCu8MNr9iX'"",51.50711486,-0.12731805";;
Noor_alhabib,Sat Aug 10 14:25:56 +0000 2019,b'Hello London ?? (@ London - @visitlondon in Greater London) https://t.co/Ry0hvgAB5R',51.50767403,-0.12788773;;
jess_mango,Sat Aug 10 14:25:08 +0000 2019,b'Fabulous pizza in a really charming locale. We ordered a half margherita and half lamb.  Highly recommend this plac? https://t.co/O3HVj7eN8X',51.514595,-0.1262445;;
DaSweetnezz,Sat Aug 10 14:23:13 +0000 2019,b'More #SaturdayMotivation from me sweetiez with a #Repost #Regram from this team of Kweens ? @wice_official\n?  ?  ?? https://t.co/ZLOSTLEfMV',51.50711486,-0.12731805;;
"AzziGlasser,Sat Aug 10 14:22:56 +0000 2019,""b'Azzi Glasser with the lovely Natasha Grano at #theperfumersstorybyazzi Studio - \nNatasha Grano wears the exotic, se? https://t.co/ERD0OeeYZE'"",51.50643,-0.12721";;
"DonaldKPete,Sat Aug 10 14:20:05 +0000 2019,""b'China Town, London\n.\n.\n.\nWhat an awesome Saturday, this is afternoon in Chinatown. ?London is a splendid place to l? https://t.co/PGfNeHfhSf'"",51.51157,-0.13165";;
"toluxwase,Sat Aug 10 14:18:05 +0000 2019,""b'MORE LOVE ? @ London, United Kingdom https://t.co/pXns3pyI0F'"",51.50711486,-0.12731805";;
FayeLFraser,Sat Aug 10 14:16:55 +0000 2019,b'Always going to see the way with my #solarpowered #littlesun by @olafureliasson every one purchased goes towards pr? https://t.co/mijaSoxiHJ',51.50711486,-0.12731805;;
"alturki6x,Sat Aug 10 14:16:30 +0000 2019,""b""""I'm at Covent Garden Market in London, Greater London https://t.co/eoZrCU6WBA"""""",51.51208628,-0.12317618";;
GlamGlitzGloss,Sat Aug 10 14:16:01 +0000 2019,b'Surround yourself with people who make you smile more ?\nDespite the fact that surprises feel me with slight dread a? https://t.co/iUVfBOA9nd',51.50711486,-0.12731805;;
"boyfromdagbon,Sat Aug 10 14:15:27 +0000 2019,""b'Life is not about finding yourself. Life is about creating yourself.\n\n? by @boyfromdagbon @ London, United Kingdom https://t.co/pHjUOvn5zJ'"",51.50711486,-0.12731805";;
"tmj_lon_it,Sat Aug 10 14:15:26 +0000 2019,""b'Can you recommend anyone for this job in London, United Kingdom? https://t.co/UQWsd3RroT #LEGO #IT'"",51.5073509,-0.1277583";;
"Sonic_Screwup,Sat Aug 10 14:14:32 +0000 2019,""b'Some #blood 2 snaps @ London, United Kingdom https://t.co/zOyMGDaREH'"",51.50711486,-0.12731805";;
"RakelBraz,Sat Aug 10 14:14:05 +0000 2019,""b'??? em London, United Kingdom https://t.co/1s0hRTnCKI'"",51.50711486,-0.12731805";;
seanjteale,Sat Aug 10 14:12:02 +0000 2019,b'Gray meets Gold. Spanish Pigeon. \n\nA good time with this lovely gang @philbarantini1 @hesterruoff walleychris rober? https://t.co/sTS1yTbgiD',51.50711486,-0.12731805;;
"CrisRetouch,Sat Aug 10 14:10:53 +0000 2019,""b""""If weekend, then Disco... if Disco, then Disco Bunny's up!!!\n______________________________________________________? https://t.co/5JLI3hvmSk"""""",51.5104595,-0.13195132";;
"tinmacc,Sat Aug 10 14:09:27 +0000 2019,""b'Most spontaneous night out ever. The bottle of ros? and snacks were on the house. Thank you, Sir Osh ?. (Apparently? https://t.co/LvIzw403QV'"",51.51058029,-0.13581443";;
"mandibula_veloz,Sat Aug 10 14:08:34 +0000 2019,""b""""In London I can eat Spanish food too. Lidl let me eat as Spanish this week. Thanks to lidlgb for that. I'm eternall? https://t.co/HvmRmSCSYK"""""",51.50711486,-0.12731805";;
"Roebucknw3,Sat Aug 10 14:07:32 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/HUCwF8Otq0'"",51.50711486,-0.12731805";;
benxtan,Sat Aug 10 14:06:49 +0000 2019,b'Razorlegs: Tales From The Cosmic Gutter by @thenawlz \n\nFinally got around to getting a copy of this.\n\n@eyejackapp? https://t.co/lPTk8IDNbU',51.50711486,-0.12731805;;
WilsonGDUB,Sat Aug 10 14:05:29 +0000 2019,b'@thomasdemers and I had a great day touring London with @bearded_bell and Evan. Exciting to hear what all they are? https://t.co/NDTe4D58M0',51.50711486,-0.12731805;;
RyanWSinclair,Sat Aug 10 14:03:33 +0000 2019,b'Paul Weller ?Stanley Road? one of my favourite albums and definitely my favourite paulwellerhq #paulweller #lp? https://t.co/FKpVLHu4YP',51.50711486,-0.12731805;;
OfficialSenaH,Sat Aug 10 14:00:12 +0000 2019,b'#SaturdaySelfie #Selfie #JustMe #UpClose #WeekendVibes #WeekendOff #Famous #FamousBeanie #Beanie #NeonJumper? https://t.co/RdfZhm9lqW',51.50711486,-0.12731805;;
JLH062314,Sat Aug 10 14:00:03 +0000 2019,b'Finally getting myself some wingstopuk worth the trip to #London by itself ????? @ Wingstop UK https://t.co/h4KiJhiPlV',51.5130338,-0.1292583;;
"moux6_,Sat Aug 10 13:59:33 +0000 2019,""b""""I'm at Big Ben (Elizabeth Tower) - @visitparliament in London, Greater London, Greater London https://t.co/Dae7KPLwug"""""",51.50062,-0.124578";;
_theLBA_,Sat Aug 10 13:58:50 +0000 2019,b'Shout out to allofficials who are making hiring officials easy. Officials in London can sign up now &amp; event organiz? https://t.co/IgUYWP8wjJ',51.50711486,-0.12731805;
"tmj_CAM_retail,Sat Aug 10 13:57:55 +0000 2019,""b'Interested in a job in #London, England? This could be a great fit. Click the link in our bio to apply: Tailor - 8? https://t.co/hK64I197Lq'"",51.5073509,-0.1277583";;
"DjObiAjEnt,Sat Aug 10 13:57:39 +0000 2019,""b'Refresh your weekend.\n@pepsi_naija . @ London, United Kingdom https://t.co/RHNSkbhuLc'"",51.50711486,-0.12731805";;
"tmj_lon_sales,Sat Aug 10 13:57:35 +0000 2019,""b'Nervous to apply for a job like """"Sales Associate, Technology Channel Financing/ Supply Chain Finance"""" at Wells Farg? https://t.co/8nJV0esgZq'"",51.5073509,-0.1277583";;
LarryBUXXX,Sat Aug 10 13:57:01 +0000 2019,b'?NEXT MOVE? available to stream on YouTube NOW. Hit link in bio for more. \n\n#london #canarywharf #hiphop #rap? https://t.co/eJqw7KMkET',51.50711486,-0.12731805;;
"nvaaff,Sat Aug 10 13:55:37 +0000 2019,""b""""I'm at The London Eye in Lambeth, Greater London https://t.co/q0LSKyH6nN"""""",51.50328655,-0.11959434";;
"wellnesstvnews,Sat Aug 10 13:55:09 +0000 2019,""b'London Restaurant Launches Deep-Fried Vegan Magnums\n\nHalo Burger in Brixton, which offers a fully plant-based menu,? https://t.co/HMZMg8feHo'"",51.50711486,-0.12731805";;
"8and2,Sat Aug 10 13:54:09 +0000 2019,""b'@alexa_chung for @wwd at her studio, London ?? talking about collaboration with @barbour @ London, United Kingdom https://t.co/C9sXDZ7PVP'"",51.50711486,-0.12731805";;
DaSweetnezz,Sat Aug 10 13:53:47 +0000 2019,b'#SaturdayMotivation with a #Repost #Regram from this beautiful song bird and Kween ? @iamjojo\n?  ?  ?  ?  ?\n??????? https://t.co/c4PNPmbzPR',51.50711486,-0.12731805;;
"pukkapresenting,Sat Aug 10 13:53:45 +0000 2019,""b""""Video presenting tip - \nYou might be thinking of wearing something warm in today's chilly wind, well I really love? https://t.co/Tto3A0tVUM"""""",51.513237,-0.1280431";;
"naifalsulaiman,Sat Aug 10 13:53:40 +0000 2019,""b""""I'm at @ChristophersWc2 in Covent Garden, Greater London https://t.co/70UJOXVtJY"""""",51.51176833,-0.1196162";;
"DonaldKPete,Sat Aug 10 13:53:26 +0000 2019,""b""""Piccadilly Circus Station, London ??\n.\n.\n.\nLondon is calling but I've to leave for another destination soon?\n.\n.\n.? https://t.co/e69EIY3ylV"""""",51.51004678,-0.13420392";;
"BridgeScanner,Sat Aug 10 13:52:50 +0000 2019,""b'We are pleased to present you the amazing Young Chelsea Ladies Teams - 2019 tournament, which will be held in Londo? https://t.co/RhxdEgf0JO'"",51.50711486,-0.12731805";;
"TaniaSwiftLdn,Sat Aug 10 13:52:06 +0000 2019,""b'Female empowerment is growing all the time, women inspiring others to be true to themselves, to what they believe a? https://t.co/w5ryGL1EZS'"",51.50711486,-0.12731805";;
DoolanAnna,Sat Aug 10 13:51:02 +0000 2019,b'An absolute hoot and pleasure being at the the_wig_room_training_academy with the incredibly talented hsmakeup styl? https://t.co/9TcMM8A9ub',51.50711486,-0.12731805;;
twistedmalemag,Sat Aug 10 13:49:25 +0000 2019,b'Werbung - How do u #like our fav #fashion pick?! @3paradis ? See full #collection @twistedmalemag .\nLink in Bio!? ?? https://t.co/A4ZSpaGFKP',51.50711486,-0.12731805;;
"eva_sheffield,Sat Aug 10 13:48:23 +0000 2019,""b'Hugo started to hate his carrycot in the last few weeks so we have been using car seat attachment, not ideal for lo? https://t.co/zMKV2oswAA'"",51.50711486,-0.12731805";;
9jalicious,Sat Aug 10 13:47:36 +0000 2019,b'Get  yours from ????jewelofd9ja? #Saturday  #motivation  like &amp;? follow???@9jalicious ?#saturday #motivation ??? https://t.co/j4yzVmadZS',51.50711486,-0.12731805;
"official_danik,Sat Aug 10 13:45:15 +0000 2019,""b'PARKRUN 175 COMPLETED - Victoria Dock, London, UK + Long training run completed\n\nRight, the stats for me: another n? https://t.co/Mhn1h6EekC'"",51.50711486,-0.12731805";;
"harbour_red,Sat Aug 10 13:43:42 +0000 2019,""b'Max and I are having a day off and catching up with some sleep, watching the brilliant Jessica Fletcher, Murder She? https://t.co/ad4BnnTbhz'"",51.50711486,-0.12731805";;
"drmuratustun,Sat Aug 10 13:40:10 +0000 2019,""b'Just posted a photo @ London, United Kingdom https://t.co/M1rL3gnTNG'"",51.50711486,-0.12731805";;
benxtan,Sat Aug 10 13:39:17 +0000 2019,b'Augmented reality sticker by @thenawlz using @eyejackapp \n\nNixi Killick @nixikillick NXK\nCollection: Cryptic Freque? https://t.co/vlN5LzNbXM',51.50711486,-0.12731805;;
shardybachan,Sat Aug 10 13:37:43 +0000 2019,b'Logos are symbols made up of text and images that help us identify brands we like. It helps customers understand wh? https://t.co/b1ZDFmtGiq',51.50711486,-0.12731805;;
ScottMcFarnon,Sat Aug 10 13:36:29 +0000 2019,b'Celebrating 40 years in the most wonderful way last night at @kerridgesbandg ...\n\nAll a big surprise from my beauti? https://t.co/DQRscQp9Ij',51.50675552,-0.12470962;;
DaSweetnezz,Sat Aug 10 13:33:06 +0000 2019,b'In Honour of one of my all time favourite singers...\n\nHappy Belated Birthday whitneyhouston I will always love you!? https://t.co/kg6DURAxyo',51.50711486,-0.12731805;;
nahoko_k,Sat Aug 10 13:31:09 +0000 2019,b'Today?s catch from #newcoventgardenmarket. French Apricots. Such a beauty. So good eating fresh. But let?s make the? https://t.co/BDf2Bh5jz4',51.50711486,-0.12731805;;
"benxtan,Sat Aug 10 13:27:49 +0000 2019,""b'One of the pages from #prostheticreality, a collection of augmented reality art from 45 artists around the world, c? https://t.co/GAr7SDSjtP'"",51.50711486,-0.12731805";;
Charlene685,Sat Aug 10 13:27:46 +0000 2019,b'Birthday Brunching!! Happy Birthday Lady Laura @ladylaura_1_ @ 100 Wardour St https://t.co/6ZJKXywb2D',51.51359483,-0.13388221;;
misshussey,Sat Aug 10 13:26:33 +0000 2019,b'Yum @ Petersham Nurseries https://t.co/AhEfZ6WtNE',51.51165097,-0.12507714;;
"tmj_LON_adm,Sat Aug 10 13:24:51 +0000 2019,""b'Don\'t be shy. Score a job like """"Cognos Technology Lead"""" at CWT by asking for referrals. It\'s a great way to get a m? https://t.co/Bwu1vLqLI6'"",51.5073509,-0.1277583";;
"alturki6x,Sat Aug 10 13:24:18 +0000 2019,""b""""I'm at Franco Manca in Covent Garden, Greater London https://t.co/q0JoGMBSRQ"""""",51.51090861,-0.12277988";;
"thatgrimes,Sat Aug 10 13:22:35 +0000 2019,""b'The #AdventuresOfCaptainAbearica continue with a Full English Breakfast, trip on the Tube, a visit to Trafalgar Squ? https://t.co/XZukoWiJmr'"",51.50711486,-0.12731805";;
meekhan4,Sat Aug 10 13:21:28 +0000 2019,b'Repost from https://t.co/Obzqa3JyQz using repostregramapp - ?????? #STARBOYFEST...\n???????????\n??@wizkidayo @theo2? https://t.co/TRcVzK2qT4',51.50711486,-0.12731805;;
catherine_sop,Sat Aug 10 13:19:58 +0000 2019,b'So excited - just reading the programme has already brought a lump to my throat... #westendshow #comefromaway? https://t.co/CvExlu7ts5',51.51448481,-0.12934685;;
misshussey,Sat Aug 10 13:19:00 +0000 2019,b'Cindy Sherman @npglondon @ National Portrait Gallery https://t.co/1yeOIsiRAh',51.50942938,-0.12797723;;
Itesmee,Sat Aug 10 13:18:55 +0000 2019,b'#igtv #music #instagram #youtube #igtvchannel #like #video #art #igtvcommunity #love #follow #ed #renner #funny? https://t.co/PLFcLUpw0m',51.50711486,-0.12731805;;
misshussey,Sat Aug 10 13:13:07 +0000 2019,b'BP portrait award was inspiring as always ??\n\n#embroidery #art #illustration #portraits #exhibition #london #vsco? https://t.co/EEQgbsz4Kz',51.50905122,-0.12809618;;
biancalflf,Sat Aug 10 13:08:13 +0000 2019,b'Shoes and pretty bags will always have a special place in my heart ?? #liketkit https://t.co/lgDubBXL7I? https://t.co/dOLxuUuGEM',51.50711486,-0.12731805;;
"MsEmmaClifford,Sat Aug 10 13:05:57 +0000 2019,""b""""Theatre trip! Excited to see this one! @ The Duke of York's Theatre https://t.co/G2FFid1Hct"""""",51.5102701,-0.1270749";;
"worshipguiel5,Sat Aug 10 13:05:49 +0000 2019,""b'?? (@ The Mall in London, Greater London) https://t.co/JLaPi5pigg'"",51.50607881,-0.13012449";;
Beaut_Ldn,Sat Aug 10 13:05:43 +0000 2019,b'Bridal Set of Classic Lash Extensions #lashesfordays #lashextensions #classiclashextensions #lashtech? https://t.co/5mW2eCfIte',51.50711486,-0.12731805;;
"WWV_HUB,Sat Aug 10 13:05:24 +0000 2019,""b""""BODY CONFIDENCE ISSUES? FIND OUT HOW JOSIE GOT HER GROOVE BACK. \n.\nTomorrow on my Stories on A Sunday Series I'll b? https://t.co/QUh0OhK2Mv"""""",51.50711486,-0.12731805";;
UKbrieftherapy,Sat Aug 10 13:04:37 +0000 2019,b'The London Eye. @ The Official London Eye https://t.co/zhUci2UUlz',51.503324,-0.119543;;
maximilian2027,Sat Aug 10 13:02:12 +0000 2019,b'SDENTALES / Sony Alpha 7III / UNITED KINGDOM / February 2019 / London\n\nC791\n\nhttps://t.co/ymyWfrjt4f\n\nSDENTALES pho? https://t.co/NUDzqQzk8j',51.50711486,-0.12731805;;
"vipboss82,Sat Aug 10 13:01:55 +0000 2019,""b'Apple ? iPod ? Touch 7th Generation (2019) Model - 128GB Silver ?200 (?300 in The Shops) @ London, United Kingdom https://t.co/Kc0FZmjktO'"",51.50711486,-0.12731805";;
"JP_Artist1,Sat Aug 10 13:01:43 +0000 2019,""b""""Sometimes in life you've got to overcome, if you're listening to this right now you can overcome. Check out my late? https://t.co/AvakZmveX1"""""",51.50711486,-0.12731805";;
"terrytopcat,Sat Aug 10 13:01:06 +0000 2019,""b'Buddhism Day By Day Daisaku Ikeda NMRK ? @ London, United Kingdom https://t.co/yvEEOWFikj'"",51.50711486,-0.12731805";;
tonymoore1,Sat Aug 10 13:01:01 +0000 2019,b'Today?s gang on @sohoradio cmacca18 @molliemarriott glenmatlock1 @real_earl_slick @ Soho Radio https://t.co/hBdOow4SZb',51.51164,-0.13447;;
TalksLondon,Sat Aug 10 13:00:23 +0000 2019,b'@SalonLondon Have you got any interesting talks coming up? Feel free to add them to our site :) https://t.co/cBal12KoM3',51.500152,-0.126236;;
"HLewandowska,Sat Aug 10 12:59:42 +0000 2019,""b'Yesterday was goodbyes and excursions around London. Had lunch in St. James Park, those Pelicans are HUGE! The pala? https://t.co/Y4DO7ogZ8v'"",51.50711486,-0.12731805";;
"racheljp21,Sat Aug 10 12:57:32 +0000 2019,""b'Staff Summer Boat Party! ? #90stheme @ London, United Kingdom https://t.co/3aoQQdfdSN'"",51.50711486,-0.12731805";;
clarebearski,Sat Aug 10 12:57:21 +0000 2019,b'Because we haven?t been to the theatre in ages....!! #saturdayvibes #theatrefun l @ Come From Away UK https://t.co/Oa282nQF6R',51.51448481,-0.12934685;;
"MartinZeelandt,Sat Aug 10 12:56:49 +0000 2019,""b'Really a great car to drive! #corolla @ London, United Kingdom https://t.co/SwzuKFnbBP'"",51.50711486,-0.12731805";;
"Ollycat8,Sat Aug 10 12:56:48 +0000 2019,""b'Cornish girls in London, after 20 years we are all still the same really ? This birthday has really reminded me how? https://t.co/RtINSs5Z7W'"",51.50711486,-0.12731805";;
mr_jk19,Sat Aug 10 12:55:50 +0000 2019,b'About to watch @jamiemusical with @mikeknowlsey @ Apollo Theatre https://t.co/34olwErc7a',51.511472,-0.133417;;
"worshipguiel5,Sat Aug 10 12:53:49 +0000 2019,""b'??????????? (@ ????????? in London, Greater London, London) https://t.co/39qcoE2otT https://t.co/re2RIdKypG'"",51.50812812,-0.12808621";;
Jaylimusic,Sat Aug 10 12:51:45 +0000 2019,b'Were smiling because we got some news. @djjoshuaroberts on my stories shortly...But first...Catch me today at 4pm? https://t.co/jsDaVN6rzy',51.50711486,-0.12731805;;
"SpaceStBarth,Sat Aug 10 12:51:14 +0000 2019,""b'IN THE STUDIO - Fall in love with the romantic landscapes by @Netienne1 \n??\nDm for the details ? @ London, United K? https://t.co/RJcx0GElml'"",51.50711486,-0.12731805";;
"tmj_lon_sales,Sat Aug 10 12:49:46 +0000 2019,""b'Have you ever had a role like """"Business Development Executive - Social Tables""""? What did you like most about that j? https://t.co/LuYaLM8CMS'"",51.5073509,-0.1277583";;
"tmj_lon_retail,Sat Aug 10 12:49:35 +0000 2019,""b'This job might be a great fit for you: Store manager Carnaby St - https://t.co/hHVRB93WDn #Retail #London, England'"",51.5073509,-0.1277583";;
"lukefermor,Sat Aug 10 12:48:52 +0000 2019,""b'I?m considering taking up cycling. Like my new bike?\n#veuveclicquot #cycling #mykindofbike @ London, United Kingdom https://t.co/yaeLnk0VKD'"",51.50711486,-0.12731805";;
"ii2lxe,Sat Aug 10 12:47:12 +0000 2019,""b""""I'm at London - @visitlondon in Greater London https://t.co/TQJpSmN4zv"""""",51.50767403,-0.12788773";;
TrashySithSpawn,Sat Aug 10 12:46:41 +0000 2019,b'I just finished running 2.47 miles in 30m:25s with #Endomondo #endorphins null',51.51046626,-0.13424548;;
"GillibusSF,Sat Aug 10 12:46:15 +0000 2019,""b'Welcome back Jimmy and Claire @ London, United Kingdom https://t.co/pIGyxDgkmn'"",51.50711486,-0.12731805";;
